,country,year,cpi,dyn_gdp,dyn_gdp_china,dyn_GDP_US,interest_rate_US,oil_yoy,dyn_consum,diff_priv_credit_gdp,net_lending,public_debt,interest_on_debt,overvaluation,ca_balance,dyn_fix_cap_form,dyn_export_share,diff_unempl,dyn_prod_dol,VIX,GDP_per_cap,developed,crisis_next_year,crisis_next_period,crisis_first_year
Slovak Republic.Slovak Republic.1694,Slovak Republic,1997,6.109533469,6.06754301,9.230769231,4.487026493,6.3525,-9.696625193,-3.521323514,11.89892848,-6.162,32.98,5.382049727,-98.79224778,-8.815,17.83130607,1.219655415,-0.718,6.743288139,24.34,14.86933937,1,0,0,0
Slovak Republic.Slovak Republic.1695,Slovak Republic,1998,6.698271907,4.011813704,7.837613919,4.449910963,5.264167,-34.42148155,-2.045750554,-1.86330611,-5.206,33.861,5.847435102,-98.80511162,-9.582,14.29339251,-7.602962569,0.851,4.104979812,25.379999,15.4451404,1,0,0,0
Slovak Republic.Slovak Republic.1696,Slovak Republic,1999,10.57044575,-0.205069439,7.667486171,4.685199608,5.636667,38.26861305,-4.382765493,1.120836587,-7.276,47.08,5.91971113,-98.92415494,-4.472,-10.91973588,0.098927223,3.767,3.240142211,24.360001,15.39774523,1,0,0,0
Slovak Republic.Slovak Republic.1697,Slovak Republic,2000,12.03577678,1.210173376,8.491508492,4.092176449,6.029167,53.41485013,-8.820623195,-3.216995877,-12.024,49.624,6.144204417,-98.96600787,-3.088,-2.200108691,-1.834853182,2.4,3.572826172,27.93,15.60519611,1,0,0,0
Slovak Republic.Slovak Republic.1698,Slovak Republic,2001,7.329630915,3.316468195,8.33991055,0.975981834,5.0175,-16.59167139,-2.812007624,-13.61237678,-6.401,48.281,6.147345747,-98.9887257,-7.992,20.10189572,16.24484939,0.558,1.639777837,23.780001,16.15227108,1,0,0,0
Slovak Republic.Slovak Republic.1699,Slovak Republic,2002,3.32331065,4.522792238,9.130645945,1.786127687,4.610833,0.776871746,-3.632977173,2.005633663,-8.088,42.882,6.783732102,-98.89469243,-7.614,4.084252764,8.295695682,-0.65,3.999851307,28.74,16.88894319,1,0,0,0
Slovak Republic.Slovak Republic.1700,Slovak Republic,2003,8.554143054,5.418715934,10.03560303,2.806775956,4.015,12.64833022,-6.204183965,-7.532953589,-2.703,41.589,3.851980091,-98.59407399,-4.902,-0.774157946,24.10084467,-1.1,1.965900561,17.959999,17.81582984,1,0,0,0
Slovak Republic.Slovak Republic.1701,Slovak Republic,2004,7.548500882,5.258836403,10.11122346,3.78574285,4.274167,29.28029934,-4.419896337,-1.431170756,-2.308,40.639,3.425281134,-98.3476412,-5.859,7.741526999,11.5000772,0.65,6.530655169,13.39,18.75655395,1,0,0,0
Slovak Republic.Slovak Republic.1702,Slovak Republic,2005,2.709084946,6.750960834,11.39577594,3.345216063,4.29,37.81374126,-2.930225958,4.547439688,-2.883,33.818,3.217221598,-98.2945524,-7.297,19.72026539,0.971515056,-2,4.261270155,12.25,20.02083759,1,0,0,0
Slovak Republic.Slovak Republic.1703,Slovak Republic,2006,4.483331204,8.452887748,12.71947902,2.666625826,4.791667,15.75027412,-3.241630626,-0.544477559,-3.592,30.677,2.85555954,-98.2220576,-7.037,11.26758919,9.858756223,-2.916,5.175950765,12.16,21.71217836,1,0,0,0
Slovak Republic.Slovak Republic.1704,Slovak Republic,2007,2.756723716,10.79957705,14.23138804,1.77857024,4.629167,8.044198843,-2.659520939,3.63384389,-1.949,29.817,3.108964685,-97.89425374,-4.808,10.15278909,8.124794616,-2.225,8.195048762,22.58,24.04998337,1,0,0,0
Slovak Republic.Slovak Republic.1705,Slovak Republic,2008,4.598179763,5.629779025,9.654289373,-0.291621459,3.666667,29.38395926,-0.817737111,3.294887006,-2.428,28.144,3.101904491,-97.54697917,-6.367,3.561802041,-1.824205989,-1.625,2.579321056,39.580002,25.3821684,1,0,0,0
Slovak Republic.Slovak Republic.1706,Slovak Republic,2009,1.615104641,-5.422542313,9.399813171,-2.775529574,3.256667,-36.3623035,7.754037654,4.205637606,-7.804,35.893,3.003371131,-28.30728,-3.447,-20.43249211,-7.072755098,2.5,-2.265722165,21.68,23.97384139,1,0,0,0
Slovak Republic.Slovak Republic.1707,Slovak Republic,2010,0.957018133,5.041716665,10.63614046,2.531920616,3.214167,26.82183584,-4.361149925,0.155792932,-7.485,40.701,2.754232083,-32.25673,-4.711,7.086796501,-4.682093728,2.383,7.508022574,17.940001,25.15907755,1,0,1,0
Slovak Republic.Slovak Republic.1708,Slovak Republic,2011,3.919285991,2.819099518,9.536443008,1.601454672,2.785833,35.66956255,-2.783321736,1.561318891,-4.277,43.156,3.088794142,-29.2864,-4.951,13.65721129,2.948028287,-0.767,1.839843549,22.950001,25.83500476,1,1,0,0
Slovak Republic.Slovak Republic.1709,Slovak Republic,2012,3.606102635,1.657148687,7.85626211,2.224030854,1.8025,-1.662828606,-1.176711111,0.149434195,-4.345,52.165,3.003929838,-34.98912,0.941,-8.853120339,0.748393983,0.25,1.17745155,15.24,26.2184716,1,0,0,0
Slovak Republic.Slovak Republic.1710,Slovak Republic,2013,1.40047369,1.490646438,7.757635146,1.67733153,2.350833,-4.101196774,-1.965497411,1.180828173,-2.72,54.739,3.032572754,-33.595,1.859,-0.462633887,5.211427574,0.275,1.48839997,14.32,26.58071785,1,0,0,0
Slovak Republic.Slovak Republic.1711,Slovak Republic,2014,-0.07616533,2.750335017,7.297665959,2.370457671,2.540833,-10.3921701,-1.118475208,1.912897699,-2.707,53.623,3.073308095,-34.9035,1.146,2.587039054,-1.570545563,-1.041,1.090085878,17.76,27.28528467,1,0,0,0
Slovak Republic.Slovak Republic.1712,Slovak Republic,2015,-0.325219777,3.850100604,6.900204817,2.861587025,2.135833,-47.11797688,-1.374109863,3.55608048,-2.745,52.481,2.791486443,-46.3002,0.166,19.76880576,-1.511285919,-1.709,1.238985444,22.48,28.30887977,1,0,0,0
Slovak Republic.Slovak Republic.1713,Slovak Republic,2016,-0.520010196,3.324695296,6.689349894,1.485279193,1.841667,-18.03424419,-0.041375273,3.540809594,-1.682,51.944,2.647081472,-47.31156,-0.729,-8.9665914,6.794152001,-1.841,0.382294246,14.07,29.22364621,1,0,0,0
Slovenia.Slovenia.1742,Slovenia,1996,9.792284866,3.516280804,9.928372463,3.795881229,6.438334,17.97661048,-10.96660834,0.951771081,0.283,20.122,4.507504224,-99.68159997,0.068,18.70987602,-2.290800225,-0.108,2.958752368,21.540001,19.09106757,1,0,0,0
Slovenia.Slovenia.1743,Slovenia,1997,8.361769724,5.114380403,9.230769231,4.487026493,6.3525,-9.696625193,-9.619595073,-0.216817013,-1.029,20.703,4.347196059,-99.71193888,0.107,20.14901775,-3.779162041,0.025,2.941676104,24.34,20.09445711,1,0,0,0
Slovenia.Slovenia.1744,Slovenia,1998,7.913346816,3.285631522,7.837613919,4.449910963,5.264167,-34.42148155,-7.609335094,4.145838711,-0.696,21.249,4.531977975,-99.70565958,-0.662,15.17320673,7.71067242,0.45,1.870238455,25.379999,20.80000597,1,0,0,0
Slovenia.Slovenia.1745,Slovenia,1999,6.14945348,5.274353781,7.667486171,4.685199608,5.636667,38.26861305,-5.289611792,3.194300787,-0.565,22.016,4.846475291,-99.71777396,-3.233,18.87839015,-8.128030961,0.041,6.784740409,24.360001,21.88143619,1,0,0,0
Slovenia.Slovenia.1746,Slovenia,2000,8.878803678,4.15543396,8.491508492,4.092176449,6.029167,53.41485013,-6.727821043,2.347447346,-1.208,29.011,3.874392472,-99.76241386,-2.759,8.37219508,-8.550608124,-0.666,4.432139968,27.93,22.72332704,1,0,0,0
Slovenia.Slovenia.1747,Slovenia,2001,8.422484628,2.949365533,8.33991055,0.975981834,5.0175,-16.59167139,-9.415138448,2.133440241,-1.247,28.541,4.449738972,-99.76848499,0.04,7.816746129,9.511607518,-0.55,0.8739862,23.780001,23.35670552,1,0,0,0
Slovenia.Slovenia.1748,Slovenia,2002,7.470087529,3.836305277,9.130645945,1.786127687,4.610833,0.776871746,-8.330870104,0.706970921,-1.421,28.396,4.690801521,-99.75233947,0.872,4.744885536,8.408809917,0.15,2.760044161,28.74,24.22270577,1,0,0,0
Slovenia.Slovenia.1749,Slovenia,2003,5.578801861,2.842083009,10.03560303,2.806775956,4.015,12.64833022,-5.178719369,2.567953884,-1.276,27.044,4.681260169,-99.70209602,-0.808,10.78374543,5.901986267,0.358,5.703475336,17.959999,24.89611909,1,0,0,0
Slovenia.Slovenia.1750,Slovenia,2004,3.589026796,4.351795539,10.11122346,3.78574285,4.274167,29.28029934,-4.815062599,4.017273846,-1.287,26.833,4.55409384,-99.67772306,-2.687,11.95936159,3.282598669,-0.358,-1.091519731,13.39,25.96290851,1,0,0,0
Slovenia.Slovenia.1751,Slovenia,2005,2.477454396,4.003007364,11.39577594,3.345216063,4.29,37.81374126,-2.612156732,7.54631542,-1.025,26.302,4.281043267,-99.68345475,-1.794,7.573803545,0.486614577,0.2,3.618979537,12.25,26.95547591,1,0,0,0
Slovenia.Slovenia.1752,Slovenia,2006,2.462561564,5.655999211,12.71947902,2.666625826,4.791667,15.75027412,-6.063436175,7.762272307,-0.792,26,4.165384615,-99.68329293,-1.831,12.73478843,2.599688608,-0.55,4.294584339,12.16,28.3893382,1,0,0,0
Slovenia.Slovenia.1753,Slovenia,2007,3.611165333,6.941645669,14.23138804,1.77857024,4.629167,8.044198843,-4.564069791,11.05275738,0.258,22.657,4.113519001,-15.8513,-4.13,15.1241117,9.284463841,-1.134,4.272779891,22.58,30.19072365,1,0,0,0
Slovenia.Slovenia.1754,Slovenia,2008,5.65184627,3.300130299,9.654289373,-0.291621459,3.666667,29.38395926,-4.173141352,5.450569025,-0.27,21.649,3.395075985,-7.48668,-5.316,11.10091451,-0.720145866,-0.466,2.815058581,39.580002,31.13777637,1,0,0,0
Slovenia.Slovenia.1755,Slovenia,2009,0.855920114,-7.797276576,9.399813171,-2.775529574,3.256667,-36.3623035,3.336506144,6.925421711,-5.42,34.479,2.508773456,-10.0354,-0.561,-21.58458916,-2.879266316,1.5,-6.650213061,21.68,28.45154552,1,0,0,0
Slovenia.Slovenia.1756,Slovenia,2010,1.840965347,1.237755909,10.63614046,2.531920616,3.214167,26.82183584,3.492683703,2.040693339,-5.237,38.177,3.164208817,-16.34833,-0.119,-12.25790428,-9.95987459,1.375,2.683108192,17.940001,28.67837263,1,0,1,0
Slovenia.Slovenia.1757,Slovenia,2011,1.810579921,0.649366928,9.536443008,1.601454672,2.785833,35.66956255,-1.152631265,-3.111495124,-5.499,46.438,2.861880357,-13,0.184,-3.571187244,-1.499205855,0.941,3.540321445,22.950001,28.80470152,1,1,0,0
Slovenia.Slovenia.1758,Slovenia,2012,2.598297643,-2.669582052,7.85626211,2.224030854,1.8025,-1.662828606,1.027066567,-2.38279538,-3.135,53.786,3.155096122,-20.72784,2.149,-6.935803207,-7.506121635,0.684,-1.573640549,15.24,27.97691631,1,0,0,0
Slovenia.Slovenia.1759,Slovenia,2013,1.760351239,-1.132054981,7.757635146,1.67733153,2.350833,-4.101196774,-4.023176653,-13.50109049,-13.764,70.379,3.154350019,-18.05623,4.399,3.47582586,2.881747427,1.25,0.615834041,14.32,27.62268555,1,0,0,0
Slovenia.Slovenia.1760,Slovenia,2014,0.200074858,2.979196038,7.297665959,2.370457671,2.540833,-10.3921701,-2.628752176,-11.36745327,-5.768,80.285,3.642025285,-18.82865,5.792,1.627198866,3.492566987,-0.409,2.048062776,17.76,28.41765644,1,0,0,0
Slovenia.Slovenia.1761,Slovenia,2015,-0.518126124,2.258902398,6.900204817,2.861587025,2.135833,-47.11797688,-2.639872854,-4.754844826,-3.318,82.578,3.339872605,-32.3205,4.373,0.415388048,-1.601593157,-0.733,2.066552606,22.48,29.03774168,1,0,0,0
Slovenia.Slovenia.1762,Slovenia,2016,-0.056665722,3.14835549,6.689349894,1.485279193,1.841667,-18.03424419,-1.055256701,-3.529577331,-1.759,78.373,3.434856392,-32.70048,5.215,-2.960398658,7.071723421,-0.975,2.638716239,14.07,29.93289256,1,0,0,0
Spain.Spain.1787,Spain,1992,5.925723648,0.929215429,14.21616358,3.555396148,7.01,-6.234760764,-5.222004832,-1.723701006,-4.633,45.421,8.057946765,-99.42371041,-3.408,-0.855217315,-0.311700806,2.04,2.378140835,12.96,24.40767554,1,0,0,0
Spain.Spain.1788,Spain,1993,4.568636022,-1.031491775,13.86757602,2.745856719,5.873333,-14.71207294,-4.390346854,-1.75689897,-7.34,56.16,7.882834758,-99.5222395,-1.764,-4.887253285,-6.149243593,4.287,3.379956783,11.28,24.03097766,1,0,0,0
Spain.Spain.1789,Spain,1994,4.718467624,2.383195316,13.05215872,4.037643425,7.08,-9.128279658,-3.936298898,-3.400472731,-6.742,58.683,7.002027845,-99.53940772,-1.896,5.597998866,4.888535092,1.478,3.310407163,14.09,24.48682293,1,0,0,0
Spain.Spain.1790,Spain,1995,4.674753058,2.757494033,10.94922737,2.718975789,6.58,4.617729855,-5.668609917,-0.685170782,-7.229,63.384,7.077495898,-99.4987529,-0.954,12.31431672,5.006885338,-1.218,0.138070566,13.39,25.05123368,1,0,0,0
Spain.Spain.1791,Spain,1996,3.558506581,2.674783588,9.928372463,3.795881229,6.438334,17.97661048,-4.114372943,0.693842189,-5.532,67.526,6.758878062,-99.49866409,-0.756,5.207900824,5.32720113,-0.82,0.40271938,21.540001,25.6143895,1,0,0,0
Spain.Spain.1792,Spain,1997,1.970708492,3.689613998,9.230769231,4.487026493,6.3525,-9.696625193,-2.713491713,5.053250314,-4.023,66.206,6.230553122,-99.56356522,-0.726,8.361053166,-1.097176079,-1.47,-0.012237073,24.34,26.44837866,1,0,0,0
Spain.Spain.1793,Spain,1998,1.83353706,4.305978447,7.837613919,4.449910963,5.264167,-34.42148155,-3.210963375,6.798706079,-3.028,64.212,5.83847256,-99.56625151,-1.665,12.44103365,7.760663749,-2.005,0.0924692,25.379999,27.47330696,1,0,0,0
Spain.Spain.1794,Spain,1999,2.310672196,4.48477443,7.667486171,4.685199608,5.636667,38.26861305,-2.742502735,4.071593671,-1.355,62.459,5.092940969,-30.1901,-3.296,14.00973262,-0.1940853,-2.965,-1.506670652,24.360001,28.58930859,1,0,0,0
Spain.Spain.1795,Spain,2000,3.43261428,5.289099595,8.491508492,4.092176449,6.029167,53.41485013,-3.143730628,4.071593671,-1.023,57.959,4.929346607,-38.76532,-4.401,14.28977292,-8.201887873,-1.783,-0.132419273,27.93,29.96713145,1,0,0,0
Spain.Spain.1796,Spain,2001,3.591100876,4.001073835,8.33991055,0.975981834,5.0175,-16.59167139,-4.706168115,4.071593671,-0.549,54.163,4.702472167,-39.63656,-4.391,8.605097125,5.558185965,-3.317,-0.110495711,23.780001,30.95057323,1,0,0,0
Spain.Spain.1797,Spain,2002,3.066777271,2.879876097,9.130645945,1.786127687,4.610833,0.776871746,-5.094596991,4.219868308,-0.415,51.268,4.47452602,-34.65904,-3.738,8.715128858,2.004319501,0.91,-0.807510958,28.74,31.39527602,1,0,0,0
Spain.Spain.1798,Spain,2003,3.03988488,3.187571476,10.03560303,2.806775956,4.015,12.64833022,-5.208595802,7.086040018,-0.368,47.64,4.286314022,-20.36352,-3.884,11.38308378,6.436382065,0.035,-0.462801623,17.959999,31.81542134,1,0,0,0
Spain.Spain.1799,Spain,2004,3.037486218,3.166746501,10.11122346,3.78574285,4.274167,29.28029934,-3.252385693,9.305737077,-0.028,45.261,3.908442147,-11.43432,-5.586,10.58160101,-3.849941985,-0.52,-0.327708144,13.39,32.26144449,1,0,0,0
Spain.Spain.1800,Spain,2005,3.369714479,3.723001788,11.39577594,3.345216063,4.29,37.81374126,-4.430361811,19.7692424,1.207,42.284,3.590010406,-10.54921,-7.494,13.2079004,-6.801836904,-1.812,-2.069663206,12.25,32.90198773,1,0,0,0
Spain.Spain.1801,Spain,2006,3.515374911,4.174123186,12.71947902,2.666625826,4.791667,15.75027412,-4.506675948,20.60013528,2.197,38.907,3.287326188,-8.969,-8.99,12.52651333,-4.421573091,-0.7,0.467732216,12.16,33.70085211,1,0,0,0
Spain.Spain.1802,Spain,2007,2.787030473,3.768992408,14.23138804,1.77857024,4.629167,8.044198843,-3.705440223,11.01483384,2,35.51,3.078006195,0.0465,-9.648,7.20305681,4.057285898,-0.22,1.219581858,22.58,34.329647,1,0,0,0
Spain.Spain.1803,Spain,2008,4.075660764,1.11768686,9.654289373,-0.291621459,3.666667,29.38395926,-2.47272719,3.036193173,-4.424,39.399,2.639660905,7.51548,-9.251,-2.82757963,-4.367683653,3.012,1.97381416,39.580002,34.16394639,1,0,0,0
Spain.Spain.1804,Spain,2009,-0.287996835,-3.573751449,9.399813171,-2.775529574,3.256667,-36.3623035,-1.40755203,2.245586998,-10.958,52.705,2.531069159,1.40196,-4.281,-19.49463909,1.900933489,6.61,2.84184457,21.68,32.65251218,1,0,1,0
Spain.Spain.1805,Spain,2010,1.79988133,0.014063878,10.63614046,2.531920616,3.214167,26.82183584,1.873612847,-1.683262726,-9.385,60.066,2.575500283,-4.5496,-3.922,-5.147448181,-9.822132362,2.003,1.467759078,17.940001,32.50709397,1,1,1,0
Spain.Spain.1806,Spain,2011,3.196146412,-0.998764958,9.536443008,1.601454672,2.785833,35.66956255,0.968292024,-3.969642665,-9.614,69.462,2.834643402,-1.864,-3.18,-7.672288111,-0.777447911,1.532,0.869772745,22.950001,32.06827093,1,1,1,0
Spain.Spain.1807,Spain,2012,2.446000185,-2.927750507,7.85626211,2.224030854,1.8025,-1.662828606,1.626784245,-10.36676697,-10.474,85.667,2.919443893,-10.96336,-0.231,-10.45962311,-6.124359703,3.398,1.678540445,15.24,31.10918746,1,1,0,0
Spain.Spain.1808,Spain,2013,1.408546292,-1.705705,7.757635146,1.67733153,2.350833,-4.101196774,-1.106539968,-11.42623748,-7.006,95.456,3.082048274,-9.02515,1.52,-6.542977764,4.040513354,1.307,1.008338181,14.32,30.6789173,1,0,0,0
Spain.Spain.1809,Spain,2014,-0.150870313,1.379997238,7.297665959,2.370457671,2.540833,-10.3921701,0.711931599,-15.47842441,-5.994,100.443,2.983781846,-10.85765,1.084,4.103529118,0.686265988,-1.652,0.241889038,17.76,31.19540524,1,0,0,0
Spain.Spain.1810,Spain,2015,-0.500461321,3.432253328,6.900204817,2.861587025,2.135833,-47.11797688,-1.718493628,-10.62242298,-5.125,99.838,2.712394078,-25.99635,1.369,6.966269693,-1.664344952,-2.385,0.621776212,22.48,32.28916341,1,0,0,0
Spain.Spain.1811,Spain,2016,-0.202671741,3.27446274,6.689349894,1.485279193,1.841667,-18.03424419,-0.890890549,-7.524881712,-4.541,99.381,2.553808072,-26.9446,1.928,4.401631998,5.664728398,-2.423,0.483435053,14.07,33.34914389,1,0,0,0
Sri Lanka.Sri Lanka.1836,Sri Lanka,1992,11.38343705,4.399991252,14.21616358,3.555396148,7.01,-6.234760764,-11.01796044,0.235427407,-5.118,80.567,6.395918925,-73.17795897,-4.96,18.80269815,5.811810196,-0.099,6.497577657,12.96,3.901023843,0,0,0,0
Sri Lanka.Sri Lanka.1837,Sri Lanka,1993,11.74673702,6.900063252,13.86757602,2.745856719,5.873333,-14.71207294,-9.637152053,0.776726844,-5.969,81.838,6.241599257,-74.02848289,-5.107,25.82592789,16.85387335,-0.789,4.335028097,11.28,4.122209581,0,0,0,0
Sri Lanka.Sri Lanka.1838,Sri Lanka,1994,8.448712487,5.599918727,13.05215872,4.037643425,7.08,-9.128279658,-8.553949896,1.124053578,-7.655,80.52,6.891455539,-73.31789497,-7.116,22.55014896,2.61163989,-0.65,2.641703001,14.09,4.30833351,0,0,1,0
Sri Lanka.Sri Lanka.1839,Sri Lanka,1995,7.674848734,5.500085232,10.94922737,2.718975789,6.58,4.617729855,-10.78936086,20.10943757,-7.35,80.427,6.014149477,-72.59792286,-6.73,10.77077661,-1.252056861,-0.86,6.696651674,13.39,4.504555353,0,1,0,0
Sri Lanka.Sri Lanka.1840,Sri Lanka,1996,15.93583104,3.799967205,9.928372463,3.795881229,6.438334,17.97661048,-8.660922703,-1.170852272,-7.124,78.795,6.829113522,-74.40812301,-5.49,7.393708851,0.125350627,-0.973,0.983606557,21.540001,4.640806667,0,0,0,0
Sri Lanka.Sri Lanka.1841,Sri Lanka,1997,9.573696264,6.405399698,9.230769231,4.487026493,6.3525,-9.696625193,-10.43622448,-0.454081762,-5.903,72.509,7.230826518,-75.22824333,-2.968,18.18099189,9.674165828,-0.793,3.756957328,24.34,4.907615258,0,0,0,0
Sri Lanka.Sri Lanka.1842,Sri Lanka,1998,9.364243007,4.698423046,7.837613919,4.449910963,5.264167,-34.42148155,-10.01554968,-0.719297089,-7.014,76.743,5.93669781,-73.92091677,-1.913,17.90969241,4.981658933,-1.327,-4.403218596,25.379999,5.109750955,0,0,0,0
Sri Lanka.Sri Lanka.1843,Sri Lanka,1999,4.69170563,4.300540498,7.667486171,4.685199608,5.636667,38.26861305,-3.465692175,0.535135892,-5.772,80.312,5.909453133,-75.25038773,-3.624,17.9942151,-6.380861728,-0.317,5.47112462,24.360001,5.298726428,0,0,0,0
Sri Lanka.Sri Lanka.1844,Sri Lanka,2000,6.17627591,6.00003316,8.491508492,4.092176449,6.029167,53.41485013,-6.014547526,-0.423207397,-8.04,81.87,5.842188836,-76.71843018,-5.504,16.85767273,3.284516943,-1.284,5.142983817,27.93,5.579618902,0,0,0,0
Sri Lanka.Sri Lanka.1845,Sri Lanka,2001,14.1584558,-1.545408134,8.33991055,0.975981834,5.0175,-16.59167139,-9.684590616,1.898134778,-8.766,87.205,6.491600252,-77.61878991,-0.963,-12.18065072,-4.864612315,0.327,-2.340290955,23.780001,5.451891761,0,0,0,0
Sri Lanka.Sri Lanka.1846,Sri Lanka,2002,9.55103167,3.964675686,9.130645945,1.786127687,4.610833,0.776871746,-11.84044409,0.30178712,-7.137,89.21,6.975675373,-77.6818533,-1.204,2.548709776,-6.410047013,0.9,3.950777202,28.74,5.625543995,0,0,0,0
Sri Lanka.Sri Lanka.1847,Sri Lanka,2003,6.314637871,5.940269078,10.03560303,2.806775956,4.015,12.64833022,-6.287079051,-0.288975202,-6.359,89.362,6.71314429,-77.19562457,-0.34,15.0087184,-2.407797775,-0.4,4.382139148,17.959999,5.914744525,0,0,1,0
Sri Lanka.Sri Lanka.1848,Sri Lanka,2004,7.57592583,5.445061278,10.11122346,3.78574285,4.274167,29.28029934,-9.254428458,1.640860615,-6.536,89.412,5.598801056,-76.96810618,-2.74,29.60864636,-8.074304744,-0.1,4.755272583,13.39,6.189773699,0,1,0,0
Sri Lanka.Sri Lanka.1849,Sri Lanka,2005,11.6396861,6.241748045,11.39577594,3.345216063,4.29,37.81374126,-11.89133541,0.689751741,-6.133,79.169,5.40615645,-75.19056381,-2.167,21.11454546,-4.95243192,-0.6,4.65337132,12.25,6.526903835,0,0,0,0
Sri Lanka.Sri Lanka.1850,Sri Lanka,2006,10.02018361,7.6682919,12.71947902,2.666625826,4.791667,15.75027412,-11.89442132,1.594389466,-6.112,76.791,5.837923715,-74.09599812,-4.634,27.49994331,-6.343972034,-1.1,5.698729583,12.16,6.974484322,0,0,0,0
Sri Lanka.Sri Lanka.1851,Sri Lanka,2007,15.84211149,6.796826119,14.23138804,1.77857024,4.629167,8.044198843,-12.96376658,-0.430988376,-6.004,74.268,6.006624657,-72.97312771,-3.781,21.03925244,-4.867947764,-0.4,5.649038462,22.58,7.392478366,0,0,1,0
Sri Lanka.Sri Lanka.1852,Sri Lanka,2008,22.56449553,5.950088145,9.654289373,-0.291621459,3.666667,29.38395926,-10.45312669,-4.697497165,-6.13,71.099,5.919914485,-68.51397095,-8.336,26.06817319,-5.651158273,-0.2,4.648139119,39.580002,7.77344759,0,1,1,0
Sri Lanka.Sri Lanka.1853,Sri Lanka,2009,3.464963221,3.538912053,9.399813171,-2.775529574,3.256667,-36.3623035,-12.98358351,-3.801976357,-8.608,75.2,7.441489362,-68.81633167,-0.447,2.880813406,10.08486875,-0.1,3.851529741,21.68,7.987679182,0,1,1,0
Sri Lanka.Sri Lanka.1854,Sri Lanka,2010,6.217648893,8.015959407,10.63614046,2.531920616,3.214167,26.82183584,-13.50759591,-0.224453667,-6.954,71.57,7.680592427,-66.39439738,-1.896,32.71691766,3.714521992,-0.9,8.25482279,17.940001,8.563212439,0,1,1,0
Sri Lanka.Sri Lanka.1855,Sri Lanka,2011,6.716768436,8.404738131,9.536443008,1.601454672,2.785833,35.66956255,0.272968911,9.494662214,-6.236,71.108,6.948585251,-65.03963521,-7.07,24.51841846,3.62162938,-0.9,7.362895428,22.950001,9.213320943,0,1,0,0
Sri Lanka.Sri Lanka.1856,Sri Lanka,2012,7.542913732,9.144579388,7.85626211,2.224030854,1.8025,-1.662828606,-17.47920869,0.008343713,-5.599,68.71,6.808324844,-67.03456544,-5.821,33.58414745,-2.100570019,-0.1,9.933093155,15.24,9.98002157,0,0,0,0
Sri Lanka.Sri Lanka.1857,Sri Lanka,2013,6.911546529,3.395709596,7.757635146,1.67733153,2.350833,-4.101196774,-2.383319813,-0.268488153,-5.185,70.821,6.53478488,-65.92676052,-3.41,10.92486704,8.306445073,0,0.280898876,14.32,10.23870881,0,0,0,0
Sri Lanka.Sri Lanka.1858,Sri Lanka,2014,3.277825629,4.960719207,7.297665959,2.370457671,2.540833,-10.3921701,-3.128487717,0.822507917,-6.231,71.333,5.904700489,-65.94714725,-2.504,2.298677943,8.686440599,0,5.987394958,17.76,10.65038863,0,0,1,0
Sri Lanka.Sri Lanka.1859,Sri Lanka,2015,0.922021962,4.838363612,6.900204817,2.861587025,2.135833,-47.11797688,3.180124182,5.160689895,-7.012,77.643,6.200172585,-67.35904041,-2.366,1.134819824,13.6176619,0,4.790221341,22.48,11.06184358,0,1,1,0
Sweden.Sweden.1886,Sweden,1993,4.647993401,-2.065616382,13.86757602,2.745856719,5.873333,-14.71207294,1.933280364,-9.404681278,-10.933,66.332,1.487969607,18.17417179,-1.242,-15.4878673,-9.550123597,4.05,4.003573622,11.28,29.05823558,1,0,0,0
Sweden.Sweden.1887,Sweden,1994,2.200212482,4.087601987,13.05215872,4.037643425,7.08,-9.128279658,-4.364123899,-3.952477858,-8.806,68.711,2.856893365,19.7127516,1.043,6.890399807,7.365978074,-0.367,5.033286803,14.09,30.03182254,1,0,0,0
Sweden.Sweden.1888,Sweden,1995,2.52841957,4.024306541,10.94922737,2.718975789,6.58,4.617729855,-7.135982603,-3.005830511,-7.028,68.837,3.502476866,31.66475115,3.191,9.322293592,8.55202674,-0.366,2.149410893,13.39,31.07690485,1,0,0,0
Sweden.Sweden.1889,Sweden,1996,0.470973017,1.517861239,9.928372463,3.795881229,6.438334,17.97661048,-0.863050519,0.576581638,-3.111,69.215,3.996243589,38.96602113,3.344,5.289656092,1.042221398,0.466,2.290582466,21.540001,31.49844038,1,0,0,0
Sweden.Sweden.1890,Sweden,1997,0.517594974,2.900482859,9.230769231,4.487026493,6.3525,-9.696625193,-1.758461082,2.95688631,-1.575,68.039,4.473904672,21.88774064,3.907,3.024632324,-3.502788171,-0.008,4.397862218,24.34,32.3934927,1,0,0,0
Sweden.Sweden.1891,Sweden,1998,-0.136019172,4.226791693,7.837613919,4.449910963,5.264167,-34.42148155,-1.972298808,1.167904116,0.839,65.794,3.98212603,16.70633783,3.64,9.627137524,4.496103814,-2.058,2.899382637,25.379999,33.74396097,1,0,0,0
Sweden.Sweden.1892,Sweden,1999,0.454014788,4.530152752,7.667486171,4.685199608,5.636667,38.26861305,-0.872537152,1.529985504,0.759,60.492,4.142696555,11.63788208,3.937,9.471467967,-2.039892714,-1.267,2.489810788,24.360001,35.24513771,1,0,0,0
